Age,Height,Weight,IQ,Ability to fight,Weapons?,Vehicles?,Food amount,Survival %
31,1.59,102.34,105,2,2,3,270.91,84.22
66,1.91,50.74,133,0,0,3,294.95,43.87
61,1.97,84.43,137,1,1,0,171.72,43.57
37,1.92,81.13,81,2,1,3,359.03,78.57
65,1.96,117.83,132,2,1,1,135.66,41.9
57,1.89,85.92,152,0,2,3,269.72,55.19
66,1.66,109.21,80,0,1,1,201.05,38.34
69,1.9,85.69,90,0,0,1,70.02,33.47
21,1.81,69.45,103,0,1,0,242.73,82.81
61,1.68,88.38,132,0,2,0,126.63,44.42
66,1.62,97.14,144,3,1,3,195.72,49.22
19,1.99,87.37,89,3,2,2,360.93,97.81
56,1.82,116.43,126,3,1,3,277.29,61.39
19,1.64,111.66,140,3,2,1,6.79,93.05
49,1.8,97.77,142,2,2,3,330.03,67.8
55,1.51,97.98,132,1,2,0,36.12,51.12
60,1.85,68.99,80,1,0,2,131.26,44.75
43,1.99,114.25,113,1,0,0,346.92,61.16
48,1.84,79.14,126,3,2,0,290.8,64.97
33,1.83,81.84,125,3,0,3,183.89,80.9
63,1.58,115.94,105,0,2,2,31.85,42.42
43,1.74,85.25,100,0,0,2,100.24,60.34
23,1.69,72.42,139,1,0,0,137.69,80.46
31,1.6,82.82,132,0,0,3,3.99,71.11
40,1.67,51.52,158,3,2,0,142.14,72.47
45,1.61,111.21,84,1,2,3,266.46,68.11
60,1.92,119.19,159,3,2,3,62.66,53.67
71,1.96,85.83,132,0,1,3,127.1,35.39
56,1.79,59.29,93,3,2,2,7.57,56.1
37,1.84,110.44,94,2,2,2,342.23,75.56
63,1.53,113.45,90,0,2,3,236.23,48.3
70,1.76,97.5,90,3,1,0,157.06,40.52
35,1.56,99.73,152,0,2,2,245.24,73.27
35,1.69,78.94,108,0,2,2,155.46,72.07
61,1.63,110.32,139,0,1,1,210.08,43.4
44,1.64,95.8,131,3,1,0,43.32,66.14
53,1.73,75.37,159,3,2,2,70.87,59.95
32,1.54,56.34,99,3,2,3,40.39,81.08
55,1.96,118.93,135,3,2,2,13.26,57.18
49,1.72,54.94,147,1,0,3,63.45,55.69
34,1.6,78.5,90,0,0,2,137.2,69.83
24,1.93,55.66,130,3,0,2,216.08,87.88
30,1.75,57.92,94,3,0,0,48.54,79.16
24,1.82,95.15,118,3,2,0,91.66,88.31
77,1.68,56.87,157,3,2,1,325.92,37.17
29,1.69,110.86,101,0,2,0,281.48,76.94
74,1.71,91.35,112,0,1,3,39.92,30.06
79,1.74,105.48,116,0,0,3,0.13,23.0
71,1.56,96.88,130,0,1,3,359.6,41.59
66,1.91,91.73,137,1,1,3,9.51,38.25
56,1.73,95.06,92,1,0,2,97.5,48.3
55,1.62,77.56,106,2,0,1,111.36,50.74
68,1.93,107.57,136,1,2,3,301.86,46.05
22,1.93,89.69,130,2,1,2,59.07,84.79
53,1.75,70.28,107,1,2,1,80.26,53.54
26,1.73,114.8,142,2,1,1,363.1,82.42
50,1.52,69.17,130,2,1,3,150.59,60.02
74,1.66,103.68,127,3,0,0,324.18,36.08
47,1.85,96.23,92,1,2,2,214.75,61.86
19,1.61,63.93,135,1,0,2,201.5,86.69
44,1.96,102.05,152,2,1,3,176.06,66.7
65,1.86,94.01,132,3,2,1,80.34,47.54
42,1.69,80.14,90,2,1,1,124.11,64.83
32,1.75,105.51,87,3,1,1,347.57,80.32
20,1.62,69.54,85,0,0,2,27.55,82.37
29,1.65,56.58,101,3,0,1,276.45,81.84
25,1.58,92.04,105,0,1,0,37.08,78.12
71,1.88,110.85,91,3,2,2,129.32,42.72
70,1.68,62.79,153,0,0,2,15.21,32.2
46,1.86,109.65,86,1,1,2,3.53,58.05
39,1.63,92.47,112,0,2,0,298.25,66.99
26,1.98,86.11,101,1,1,2,208.73,80.78
29,1.73,56.75,82,3,1,2,0.81,81.01
31,1.66,84.89,155,0,0,3,136.91,74.65
58,1.77,83.76,145,0,2,1,60.38,47.4
25,1.65,53.48,94,3,2,1,87.85,87.59
49,1.8,80.34,138,3,0,3,274.69,67.33
57,1.95,111.22,95,0,1,3,351.35,55.37
18,1.52,76.53,134,0,2,1,20.82,87.14
38,1.67,56.69,130,1,0,3,289.9,72.73
25,1.82,76.56,117,1,0,3,236.34,84.3
57,1.66,71.57,117,0,2,0,306.74,49.02
41,1.54,87.52,118,0,0,1,20.67,61.14
33,1.99,111.47,128,0,1,1,230.75,71.54
47,1.91,55.9,122,1,0,0,243.18,56.81
76,1.97,94.85,102,1,0,3,274.23,34.31
39,1.52,95.78,96,0,1,0,293.0,64.98
74,1.69,90.43,87,2,1,2,341.41,36.55
40,1.99,94.81,99,0,1,3,84.22,65.25
68,1.71,85.06,84,0,2,1,167.97,38.12
70,1.96,112.89,154,1,1,1,220.05,35.47
21,1.79,84.98,116,1,0,3,13.89,82.37
29,1.94,113.37,94,3,0,2,328.5,84.38
49,1.7,75.2,116,1,2,1,155.89,58.04
74,1.87,72.73,92,2,1,1,99.81,32.67
51,1.68,99.7,150,0,2,1,77.25,54.52
76,1.57,110.14,150,3,2,3,25.85,36.69
63,1.58,93.46,101,2,1,3,311.08,51.3
45,1.65,110.37,140,1,1,2,168.73,61.25
24,1.79,91.2,114,0,1,0,336.79,80.12
39,1.76,68.04,113,0,2,0,239.74,66.8
26,1.7,118.16,91,0,2,1,323.27,81.16
40,1.73,72.35,159,1,2,0,201.86,66.67
29,1.79,89.12,126,0,1,0,308.42,75.03
46,1.61,84.25,98,3,1,0,317.34,65.06
52,1.91,110.54,154,2,0,3,234.32,59.25
57,1.5,56.72,85,1,0,0,278.67,46.93
70,1.67,111.36,154,0,1,3,260.46,39.95
56,1.75,92.55,159,0,0,1,63.83,46.43
78,1.76,90.36,155,0,2,3,35.26,27.94
65,1.79,107.05,117,1,1,0,138.9,39.46
28,1.87,59.96,94,3,1,2,291.03,85.88
54,1.53,80.72,110,3,2,1,194.36,59.3
40,1.99,116.43,115,3,1,3,48.11,71.28
71,1.87,73.33,106,2,0,3,76.42,36.04
68,1.69,117.41,119,2,2,2,349.56,44.66
64,1.74,67.58,90,2,2,3,220.52,49.88
57,1.88,108.11,99,1,2,1,318.61,51.12
73,1.53,87.23,109,3,0,0,352.36,37.17
47,1.54,92.65,93,0,0,2,33.48,55.45
71,1.97,103.55,132,3,2,2,208.6,43.78
74,1.55,102.72,149,3,0,1,299.06,36.99
75,1.64,89.12,92,3,1,2,112.64,36.5
36,1.89,107.23,138,2,1,2,169.28,72.26
39,1.91,67.88,93,3,1,3,208.8,76.57
68,1.59,106.27,88,1,2,1,126.04,38.84
30,1.94,116.86,136,1,1,1,110.38,74.74
28,1.73,119.15,153,0,1,0,115.87,75.39
74,1.66,80.72,101,1,2,2,320.24,36.27
31,1.57,108.41,131,2,1,2,324.48,79.33
56,1.67,103.58,115,2,0,1,104.57,49.7
37,1.59,55.68,140,0,1,1,59.89,66.4
44,1.58,102.03,146,1,0,3,18.1,59.48
46,1.89,50.71,143,0,0,2,213.71,58.85
58,1.81,83.25,109,2,1,3,197.4,53.26
32,1.57,113.28,89,0,0,3,213.9,75.7
53,1.65,111.26,119,0,0,3,114.38,52.05
22,1.58,80.58,108,2,1,3,111.52,86.97
65,1.66,73.48,145,0,0,0,135.51,37.45
25,1.97,60.58,122,0,2,1,203.91,81.36
77,1.82,55.92,144,3,0,1,184.74,33.23
31,1.53,83.69,119,1,0,0,323.78,73.08
49,1.7,55.14,95,0,1,2,330.57,58.41
46,1.96,85.85,120,1,1,0,353.82,59.18
71,1.84,105.59,123,1,1,2,242.56,36.23
43,1.66,109.16,105,1,2,1,289.12,64.93
68,1.88,74.66,150,0,0,3,289.28,41.71
77,1.59,73.71,144,0,1,3,71.55,27.91
30,1.82,56.27,104,1,0,2,282.06,76.76
41,1.61,53.67,90,3,2,1,6.14,71.04
58,1.92,93.56,111,1,1,2,185.27,48.47
75,1.92,61.07,111,3,0,2,350.76,38.68
66,1.88,116.04,146,2,2,0,73.74,42.25
48,1.53,54.46,141,1,0,3,186.61,59.98
39,1.53,102.21,121,3,1,2,115.26,72.54
39,1.67,114.14,83,1,1,3,269.14,72.18
38,1.82,53.3,83,3,2,1,177.28,75.18
47,1.98,73.16,106,0,2,0,173.17,58.58
43,1.56,64.11,96,3,0,0,326.38,67.09
63,1.69,58.27,113,3,1,2,188.33,49.51
56,1.83,73.13,144,3,2,2,285.76,59.81
19,1.79,66.51,114,0,1,2,92.58,85.23
59,1.67,62.74,138,3,1,1,121.74,51.81
64,1.7,94.09,124,2,2,2,73.9,44.99
32,1.55,116.83,116,3,0,2,350.45,81.67
40,1.74,83.88,137,3,1,1,84.91,70.57
46,1.54,117.68,157,3,1,0,333.26,65.11
64,1.87,60.42,130,2,1,0,128.32,42.43
79,1.79,86.67,87,2,1,1,335.04,29.23
26,1.76,73.11,158,2,0,1,173.59,80.16
29,1.95,102.51,102,1,2,2,275.96,80.68
19,1.93,95.99,138,1,2,2,208.4,89.78
46,1.92,90.18,110,0,1,3,161.57,61.31
22,1.93,91.59,91,2,1,2,314.75,88.2
36,1.96,95.41,110,1,1,3,233.76,74.23
41,1.76,90.19,128,0,1,3,338.27,71.02
30,1.68,52.7,104,3,0,0,178.46,79.6
56,1.83,56.49,120,0,1,2,201.24,49.68
25,1.94,106.62,99,3,2,1,12.95,87.09
52,1.74,90.18,94,2,0,3,286.51,60.64
67,1.6,90.45,99,0,1,2,254.83,39.4
49,1.59,60.59,146,0,2,0,19.77,56.07
34,1.77,74.03,85,1,0,1,285.04,70.9
21,1.9,98.02,134,2,1,1,302.88,87.02
42,1.72,105.91,141,1,1,0,241.31,62.8
21,1.84,81.04,133,2,2,2,182.18,89.43
48,1.65,75.74,83,2,1,1,281.43,59.88
78,1.69,70.37,104,0,2,2,240.68,30.21
37,1.8,64.98,84,1,0,3,51.91,67.38
64,1.62,101.52,151,2,2,0,244.51,44.82
47,1.69,64.32,128,0,1,1,358.86,58.39
76,1.51,108.99,134,0,2,0,337.02,30.12
18,1.96,112.48,106,2,0,3,248.32,93.62
46,1.92,78.11,87,2,2,2,200.93,64.68
61,1.8,115.11,100,3,1,2,9.58,49.13
23,1.63,70.55,144,0,1,1,318.58,82.12
76,1.91,73.01,127,2,2,3,307.59,40.2
76,1.92,91.67,88,1,2,2,151.85,32.02
44,1.8,52.03,101,2,2,3,157.7,68.21
64,1.62,56.74,152,3,0,1,145.86,45.97
31,1.65,114.26,124,3,1,3,157.54,83.2
48,1.64,67.53,118,3,1,1,44.64,62.3
70,1.78,88.38,153,1,1,1,359.74,36.4
68,1.99,112.23,119,0,2,2,247.12,40.3
36,1.59,65.82,103,1,1,3,21.72,68.58
65,1.55,69.9,153,1,1,1,219.4,40.46
27,1.88,106.69,154,1,0,3,246.29,82.57
41,1.79,85.15,113,0,2,1,296.4,65.98
43,1.58,71.82,112,3,1,2,145.24,68.94
38,1.95,109.11,158,3,2,3,257.51,80.87
64,1.61,106.0,120,0,0,2,29.53,38.39
21,1.62,101.32,122,2,0,0,259.95,84.87
37,1.65,100.41,122,1,1,3,271.09,74.23
59,1.81,112.19,89,3,2,3,362.19,62.66
26,1.89,79.7,134,3,0,1,183.4,84.22
47,1.95,50.13,149,0,2,0,66.04,58.22
57,1.68,115.03,130,2,0,1,300.45,50.0
65,2.0,104.7,93,1,0,2,281.05,41.75
19,1.86,70.32,147,0,1,3,17.34,84.46
37,1.64,60.91,100,0,2,2,288.31,71.84
67,1.9,69.94,80,1,0,0,152.41,36.51
65,1.5,72.09,106,1,1,2,287.83,42.84
77,1.53,71.3,156,0,2,3,323.19,36.62
56,1.86,75.77,94,2,1,0,354.6,51.18
47,1.55,83.63,136,2,0,2,191.92,60.56
69,1.5,55.78,118,0,1,2,0.92,34.01
43,1.51,58.97,143,0,1,2,350.31,64.67
33,1.59,74.2,90,3,0,1,25.3,76.17
65,1.6,95.54,141,3,2,1,53.53,47.36
75,1.69,103.38,155,1,1,2,79.27,30.06
31,1.65,83.39,156,1,1,1,335.93,75.24
20,1.76,88.5,155,2,2,0,239.54,88.8
52,1.56,64.9,87,1,0,3,236.82,57.32
28,1.96,111.88,86,0,2,2,16.6,77.22
47,1.75,57.32,93,0,1,2,161.02,58.15
47,1.89,71.38,134,0,0,3,2.13,55.06
52,1.97,65.39,84,1,1,1,257.09,53.71
67,1.56,71.67,85,1,2,0,294.9,39.98
59,1.56,96.26,146,3,1,2,84.07,52.12
76,1.56,115.69,136,0,1,2,329.62,31.4
59,1.5,66.2,101,2,2,3,265.75,56.09
35,1.98,109.25,112,3,2,1,150.83,78.01
29,1.66,103.15,158,3,2,3,169.0,87.51
28,1.61,103.73,113,1,2,0,105.31,78.35
73,1.59,111.7,96,0,1,3,295.16,37.87
69,1.88,73.02,95,3,0,0,235.51,40.79
75,1.57,100.32,153,1,2,1,301.17,33.01
22,1.78,63.49,82,3,1,2,140.38,89.87
71,1.61,71.48,151,0,2,0,272.49,34.91
70,1.57,114.35,157,1,0,2,354.05,37.72
75,1.77,59.11,95,1,2,0,132.6,31.44
62,1.96,102.1,88,0,1,2,61.46,41.82
18,1.96,71.1,155,3,0,2,306.36,95.09
20,1.55,78.81,100,2,1,3,134.12,89.58
37,1.66,52.07,97,0,2,0,297.7,68.99
20,1.51,86.98,94,1,0,0,327.43,84.09
57,1.63,52.55,116,3,1,0,172.73,53.58
49,1.75,87.43,142,1,1,0,176.73,55.59
73,1.59,59.02,131,1,0,3,44.92,31.2
31,1.79,68.51,81,2,1,1,48.82,75.33
32,1.62,107.21,146,2,1,3,127.56,77.4
63,1.5,119.1,105,3,0,0,212.88,46.71
35,1.73,95.46,149,0,2,1,343.61,72.29
35,1.82,56.59,132,3,1,1,210.24,76.4
52,1.92,59.74,116,2,0,0,127.95,53.43
37,1.69,106.38,131,2,0,2,112.14,69.5
68,1.55,119.72,85,2,2,3,289.08,47.71
18,1.94,80.3,105,1,0,3,148.44,88.96
65,1.78,69.42,99,1,1,2,227.95,42.04
67,1.63,57.5,84,1,2,2,299.25,42.99
79,1.6,97.53,117,3,0,3,171.24,34.57
76,1.94,97.47,146,1,0,1,50.04,27.33
42,1.62,58.07,129,3,1,0,201.11,68.67
43,1.83,74.88,124,2,0,3,107.65,64.87
35,1.61,76.67,113,0,2,0,147.49,70.49
47,1.76,66.21,98,1,1,3,52.47,58.4
78,1.77,62.48,106,1,2,2,281.68,31.76
19,1.93,116.21,96,1,1,3,299.42,92.98
76,1.53,74.63,132,0,1,1,346.67,29.31
39,1.96,90.18,144,0,2,2,207.94,68.77
36,1.64,97.68,123,1,2,0,68.75,70.23
74,1.53,84.16,126,2,0,3,43.2,32.15
57,1.7,106.87,148,0,0,2,28.65,45.38
26,1.73,105.34,153,3,2,2,28.83,86.38
23,1.97,85.18,149,3,1,1,248.75,88.66
63,1.6,81.01,125,3,2,3,172.58,53.6
65,1.76,82.16,127,3,0,0,333.02,45.11
53,1.94,118.61,119,0,2,3,82.78,54.21
40,1.59,74.67,129,3,0,2,30.59,69.41
47,1.53,55.99,113,3,0,3,95.33,64.54
60,1.64,112.82,93,1,2,3,208.16,51.55
68,1.67,85.61,158,3,2,3,96.64,46.58
24,1.75,114.0,83,2,1,3,59.38,83.58
26,1.87,113.54,80,0,2,1,325.27,81.17
49,1.56,116.28,118,0,2,0,209.99,56.7
34,1.9,103.01,154,3,2,1,133.85,78.89
40,1.82,71.26,82,1,2,0,273.29,66.91
55,1.92,82.36,144,0,0,3,13.02,47.35
42,1.67,103.01,127,1,1,2,117.32,63.56
75,1.98,105.46,90,0,0,1,289.08,28.93
19,1.54,61.82,144,3,1,0,274.87,91.92
64,1.88,61.29,140,0,1,3,131.65,42.51
38,1.95,84.6,97,3,2,0,169.88,74.57
58,1.8,67.05,94,0,0,0,58.17,44.19
25,1.63,62.52,94,3,1,0,176.34,85.59
25,1.93,116.95,90,3,2,3,266.44,94.11
51,1.74,61.18,105,2,2,3,73.75,58.97
71,1.7,108.51,103,3,1,2,125.53,40.67
28,1.73,97.73,125,0,0,3,13.07,74.35
51,1.89,75.58,94,0,1,1,74.77,52.5
57,1.56,69.93,145,0,2,1,138.62,48.92
65,1.96,87.52,95,0,2,2,32.65,40.44
79,1.8,102.83,112,3,1,1,25.15,31.17
34,1.85,67.68,122,0,1,3,96.24,71.57
27,1.84,73.53,135,3,2,0,102.04,85.34
32,1.97,57.13,105,3,1,0,100.05,78.33
53,1.8,115.63,114,3,0,2,350.34,60.67
73,1.91,66.07,132,1,2,0,201.2,33.67
53,1.62,65.83,99,2,1,3,205.92,58.49
43,1.89,115.25,98,2,2,3,342.55,74.13
51,1.61,103.53,98,1,1,3,27.04,53.72
18,1.64,105.95,101,2,2,3,149.25,93.98
77,1.76,66.54,116,3,1,0,346.93,34.16
23,1.66,108.31,112,2,1,1,280.11,84.87
29,1.73,99.57,105,3,1,2,161.94,83.16
59,1.65,116.49,140,3,1,0,258.73,51.86
79,1.73,60.15,81,2,0,2,247.0,29.29
45,2.0,91.92,103,1,2,3,266.79,68.11
45,1.51,66.19,103,1,2,0,282.77,61.94
28,1.85,102.91,134,0,0,3,14.71,74.39
25,1.91,89.71,89,0,0,1,11.04,77.07
74,1.88,96.26,157,0,2,0,228.67,31.76
59,1.93,97.04,156,0,2,0,345.67,47.15
67,1.55,65.36,85,2,0,0,111.29,38.37
53,1.93,92.34,152,2,2,2,326.87,59.36
74,1.64,50.06,147,1,1,0,201.19,30.67
59,1.84,89.56,151,0,0,1,188.3,44.26
40,1.92,112.59,139,2,1,3,101.07,68.7
59,1.92,81.78,109,3,2,2,251.5,56.35
22,1.81,101.86,127,2,2,0,120.76,86.4
33,1.72,62.52,148,3,2,2,95.25,80.27
65,1.73,112.67,80,3,2,0,338.26,48.13
30,1.84,63.37,138,0,0,2,254.78,75.4
19,1.82,59.66,153,2,0,0,270.59,86.9
50,1.67,118.01,82,3,1,2,148.42,61.98
52,1.6,100.19,84,1,1,3,211.36,57.64
22,1.73,99.61,101,2,1,0,125.86,84.42
37,1.97,64.04,91,0,1,0,330.99,67.1
48,1.7,118.65,116,2,0,2,308.97,61.12
47,1.6,73.54,140,1,2,3,178.9,63.77
41,1.68,88.94,108,3,0,3,329.86,76.8
70,1.91,97.67,119,3,1,3,318.08,48.48
24,1.77,99.14,106,0,0,2,64.13,78.86
19,1.6,77.96,95,3,1,0,351.4,92.17
38,1.84,116.23,90,1,1,2,3.31,66.04
53,1.92,74.59,124,3,2,1,125.5,59.84
68,1.92,97.79,138,2,0,1,42.1,37.28
19,1.99,74.52,149,3,0,2,116.89,91.56
50,1.75,97.2,108,1,2,2,48.71,56.65
68,1.62,103.51,91,0,0,2,290.1,37.87
30,1.82,105.61,151,2,1,1,39.48,76.26
66,1.6,50.94,136,2,1,1,31.28,40.21
69,1.66,99.47,144,3,0,2,1.36,40.02
38,1.85,81.05,136,0,2,0,215.89,67.72
49,2.0,75.36,149,2,0,2,159.61,58.13
76,1.62,79.28,99,1,1,0,97.05,28.32
43,1.76,100.26,124,0,2,3,23.25,62.62
69,1.57,82.39,124,2,2,2,102.7,40.37
77,1.55,103.64,138,0,2,0,257.13,28.86
46,1.6,54.63,146,2,1,1,245.84,61.64
72,1.53,56.84,85,3,0,2,26.81,37.36
63,1.71,81.59,132,0,1,2,115.65,41.54
26,1.53,58.85,116,0,1,0,50.62,77.17
53,1.73,81.3,95,2,2,0,215.32,55.72
62,1.87,105.3,126,1,0,2,11.13,41.15
34,1.89,54.63,116,2,0,2,164.6,73.2
74,1.75,117.3,139,2,2,2,292.81,37.9
36,1.8,94.62,147,2,0,3,355.42,78.48
32,1.64,52.81,100,2,0,0,163.28,73.54
76,1.99,110.58,96,1,0,1,61.29,27.41
27,1.68,111.38,96,3,0,0,82.69,82.28
55,1.69,73.08,104,1,0,0,240.29,48.8
21,1.67,102.21,121,0,1,2,216.46,84.89
37,1.84,116.72,113,2,2,3,231.12,77.16
55,1.52,101.93,105,1,2,0,134.11,51.45
58,1.8,74.39,98,2,0,0,115.36,47.38
46,1.57,54.2,134,1,2,3,197.32,65.26
55,1.73,63.86,134,1,0,3,200.08,53.34
30,1.84,119.16,118,2,2,1,228.25,79.52
60,1.53,73.35,147,3,1,1,203.84,51.36
46,1.67,100.35,129,1,2,2,361.41,64.82
52,1.86,107.02,83,1,0,0,173.67,51.58
69,1.69,67.32,128,0,1,0,325.68,35.09
22,1.59,73.47,114,1,0,2,196.45,83.62
70,1.51,59.5,102,2,2,3,66.65,39.78
73,1.66,96.52,106,2,0,1,186.79,33.25
41,1.5,63.87,110,0,0,1,306.95,63.05
43,1.77,88.74,159,1,2,3,90.58,65.42
46,1.67,119.55,105,1,0,2,66.0,57.88
20,1.67,117.37,120,1,1,3,76.37,86.04
63,1.79,78.36,150,3,0,2,16.3,46.22
37,1.85,85.09,93,2,1,1,48.18,69.32
45,1.95,65.68,109,0,2,2,221.41,62.95
29,1.99,82.51,146,0,1,2,329.82,78.4
51,2.0,102.4,124,0,1,1,118.77,52.79
71,1.67,59.5,107,1,1,2,297.0,36.96
44,1.87,109.91,105,2,1,1,211.44,63.41
38,1.54,80.96,122,0,0,1,315.68,66.1
31,1.66,115.84,83,2,2,2,123.4,78.65
43,1.83,84.49,132,1,1,2,157.14,63.1
54,1.74,57.62,91,0,0,1,318.4,50.12
67,1.95,94.65,152,3,2,1,11.46,45.08
36,1.92,90.26,111,3,1,1,66.86,74.45
18,1.95,86.24,112,0,0,1,166.29,85.11
79,1.66,114.88,102,2,0,0,33.6,26.11
27,1.9,80.17,94,2,2,3,293.92,88.84
53,1.93,108.19,138,0,0,1,18.61,49.12
53,1.98,61.02,89,1,2,3,168.02,57.48
38,1.57,95.58,152,3,0,0,217.13,71.72
58,1.6,73.62,124,2,1,0,254.67,48.85
45,1.65,64.52,149,0,0,3,268.52,64.16
45,1.88,94.92,145,0,1,2,22.72,58.3
67,1.82,116.55,85,3,0,1,242.41,43.62
64,1.74,97.29,96,1,2,0,302.2,43.01
69,1.95,111.36,88,2,2,3,325.76,47.69
20,1.63,111.23,90,0,2,0,171.77,85.57
52,1.77,117.7,159,2,1,0,115.62,54.39
34,1.66,114.06,95,1,2,1,204.55,73.36
74,1.82,72.61,141,3,2,1,335.95,40.24
57,1.56,70.87,106,0,1,0,38.28,46.13
61,1.92,64.45,159,1,1,1,15.96,43.11
71,1.92,110.03,145,1,2,0,223.99,35.75
52,1.78,100.25,90,2,0,2,16.67,53.22
22,1.79,78.27,96,3,0,2,126.48,88.69
42,1.73,66.54,132,3,2,3,263.79,77.03
49,1.87,58.3,136,2,1,0,78.16,57.26
18,1.99,78.49,122,1,1,3,96.22,88.57
27,1.73,108.93,158,0,1,3,318.2,84.49
55,1.95,65.51,81,2,0,1,319.1,52.13
58,1.65,69.42,85,3,2,2,0.47,54.01
20,1.89,84.43,130,1,1,1,143.43,84.96
28,1.95,105.03,83,2,1,1,227.49,79.52
35,1.7,107.02,99,1,1,2,133.4,70.78
48,1.95,85.83,118,0,0,1,31.57,54.21
20,1.82,114.2,114,0,1,2,76.08,84.01
42,1.83,78.61,112,1,0,3,258.27,67.89
65,1.75,56.14,139,0,2,1,149.69,41.0
72,1.97,92.64,131,3,0,2,63.2,37.84
48,1.86,118.23,80,2,2,2,263.94,63.52
27,1.83,117.54,95,1,0,1,84.69,76.56
29,1.92,105.4,95,3,2,2,157.62,85.1
23,1.87,95.19,105,2,2,3,89.14,87.38
56,1.56,62.51,100,3,0,2,211.35,55.82
26,1.73,100.17,110,2,2,1,92.61,82.62
46,1.55,101.8,119,0,1,1,263.95,58.76
42,1.8,105.23,154,1,2,0,103.71,64.35
48,1.54,78.77,127,3,0,2,72.43,61.97
39,1.53,102.91,120,3,0,3,265.41,77.08
20,1.74,102.85,96,0,2,2,105.35,86.4
49,1.94,58.98,82,1,1,1,115.22,55.77
74,1.68,100.31,156,2,2,0,279.01,34.93
55,1.65,79.54,115,1,2,2,153.43,53.05
39,1.8,101.34,110,0,2,0,314.82,67.05
18,1.61,81.7,137,0,2,3,215.16,92.74
55,1.72,99.45,111,2,1,0,175.93,51.59
71,1.77,98.02,83,0,2,3,344.59,43.19
73,1.79,62.06,85,1,0,2,11.22,30.15
68,1.84,68.72,121,2,1,2,317.01,42.23
72,1.81,105.54,146,1,0,2,301.83,35.02
73,1.57,103.96,113,2,1,2,249.96,36.33
22,1.9,114.98,111,0,0,2,281.66,83.76
48,1.6,60.66,130,0,2,2,22.43,57.3
19,1.92,101.64,129,0,0,1,151.88,84.01
35,1.74,56.83,113,2,2,2,249.9,76.33
34,1.78,70.6,135,3,2,2,262.51,81.5
43,1.71,70.69,154,2,1,1,17.78,63.12
39,1.83,102.11,144,0,2,3,197.76,71.27
54,1.95,96.24,143,2,1,0,151.96,52.51
78,1.82,111.95,124,3,2,1,330.33,36.2
66,1.8,97.53,152,0,0,2,101.33,37.35
34,1.64,72.27,94,3,2,3,300.89,86.02
53,1.92,93.58,125,3,2,3,302.67,67.07
77,1.91,114.51,95,3,2,2,187.58,37.5
64,1.89,63.39,106,3,2,0,208.58,48.7
40,1.79,114.47,80,3,2,0,79.32,72.26
46,1.98,62.37,157,3,2,2,322.47,70.3
49,1.63,69.67,86,2,0,2,311.87,60.16
58,1.57,114.46,148,1,1,3,184.21,50.91
70,1.61,53.81,136,2,2,2,329.53,42.39
62,1.54,83.06,158,1,2,3,159.11,48.24
45,1.96,91.22,92,0,1,1,338.35,60.26
66,1.61,88.45,148,2,2,2,16.01,42.21
37,1.75,80.75,93,2,1,1,296.48,70.98
64,1.57,92.11,90,0,0,3,96.0,40.56
30,1.54,92.84,142,0,2,2,167.45,77.23
69,1.69,89.49,153,0,0,0,98.55,33.33
67,1.93,92.26,88,3,0,0,91.03,42.3
41,1.89,85.84,143,0,0,0,94.06,61.31
48,1.73,118.17,89,3,2,0,293.27,64.98
43,1.53,70.55,149,2,2,1,73.82,65.49
53,1.87,110.13,88,3,1,0,263.36,57.88
65,1.53,103.37,113,3,1,1,99.64,45.66
31,1.8,96.91,113,3,2,0,296.42,81.99
61,1.92,114.72,135,0,1,0,333.92,43.11
66,1.54,52.11,150,3,1,1,138.03,44.92
64,1.78,79.32,82,2,0,1,202.86,42.35
18,1.55,95.21,139,3,2,2,36.29,94.48
70,1.88,101.93,102,1,1,3,238.96,40.37
73,1.99,115.18,155,0,1,0,230.12,30.77
53,1.71,86.03,124,3,2,3,78.67,61.1
54,1.81,65.23,122,0,2,0,61.47,51.21
23,1.69,114.82,123,0,1,2,335.46,84.47
53,1.9,72.38,95,3,2,2,19.37,59.26
38,1.8,80.87,98,0,1,2,129.72,66.73
25,1.84,77.2,151,0,0,1,118.36,77.79
58,1.91,78.63,90,0,1,3,131.95,48.52
58,1.82,86.58,149,3,0,2,240.03,54.2
79,1.68,116.65,150,0,1,3,1.13,24.03
22,1.58,53.56,155,0,1,3,154.79,85.13
30,1.63,53.07,95,1,1,1,317.02,76.11
44,1.61,94.91,108,2,1,0,314.61,63.05
66,1.9,76.54,123,0,2,1,93.96,39.63
61,1.59,111.45,89,3,0,2,41.93,48.56
63,1.77,53.58,126,2,2,1,77.64,45.52
72,1.52,81.31,136,1,0,2,74.75,32.0
70,1.87,77.37,94,0,2,1,42.46,35.28
23,1.92,100.49,159,0,0,0,129.85,79.43
33,1.81,113.17,89,3,2,3,223.41,84.96
70,1.61,71.79,145,0,2,3,88.18,37.35
79,1.81,84.77,157,1,2,0,156.48,27.52
20,1.95,70.66,134,3,1,3,278.25,97.42
49,1.94,92.1,85,2,2,3,76.41,61.04
31,1.89,56.35,103,2,0,1,235.42,75.57
28,1.88,67.17,110,1,0,0,151.95,75.51
22,1.83,114.33,145,2,0,3,133.47,86.56
53,1.95,57.26,114,3,0,0,44.35,56.15
